SMILES;type
CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12;EOS
Cc1cc(=O)oc2cc(O)ccc12;EOS
Cc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1;EOS
Fc1ccc(CN=c2[nH]cnc3ccc(F)cc23)cc1;EOS
CCN(CC)C(=O)c1ccc(O)c(OC)c1;EOS
O=C([O-])/C=C/c1ccc(Cn2ccnc2)cc1;EOS
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C;EOS
C.CNCC/C=C/c1cccnc1;EOS
CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O;EOS
CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(O)=NCCCCCCC(O)=NO)no2)cc1;EOS
CC(C)CC(O)=Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C;EOS
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1;EOS
CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)CC1;EOS
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1;EOS
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O;EOS
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO;EOS
CCN(CC)C(=S)[S-];EOS
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1;EOS
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12;EOS
CC(C)c1cccc(O)c(=O)c1;EOS
COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)n2C;EOS
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O;EOS
CC(=O)OCC(O)=NCCCOc1cccc(CN2CCCCC2)c1;EOS
NCCc1ccccc1;EOS
COc1ccc(/C=C/C(O)=Nc2ccccc2C(=O)O)cc1OC;EOS
Cc1cc(C2CCCCC2)n(O)c(=O)c1;EOS
COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1;EOS
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O;EOS
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12;EOS
CCC(O)=NC[C@@H]1C[C@H]1c1cccc2c1CCO2;EOS
CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1;EOS
C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1;EOS
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc[nH]c4nccc3-4)cn2)C1;EOS
N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1;EOS
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;EOS
C[N+](C)(C)CCOC(=N)O;EOS
C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@H](O)C[C@@H]1O;EOS
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C;EOS
CC(C)CC(O)=N[C@H](C(O)=N[C@H](C(O)=N[C@@H](CC(C)C)[C@@H](O)CC(O)=N[C@@H](C)C(O)=N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C;EOS
COc1ccc(OC)c(-c2cc(O)nc(=S)n2CC(=N)O)c1;EOS
Oc1nc([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12;EOS
CCN(c1ccccc1)c1c/c(=N/C)n(C)c(C)n1;EOS
CSCC[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)CN=C(O)CN=C(O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O;EOS
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1.CCO;EOS
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21;EOS
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1;EOS
CC(C)(C)OC(=O)CN(Cc1ccc(Cl)cc1)Cc1ccc([N+](=O)[O-])s1;EOS
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;EOS
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1;EOS
CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O;EOS
Cc1noc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)c1N=C(O)O[C@H](C)c1ccccc1Cl;EOS
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO;EOS
Nc1ccc(CCNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1;EOS
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1;EOS
C[C@@H](N=C(O)[C@@H](N)Cc1ccc(O)cc1)C(O)=NCC(=O)N(C)[C@@H](Cc1ccccc1)C(O)=NCCO;EOS
Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1;EOS
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21;EOS
NCCCNCCCCNCCCN;EOS
CNCCCN1c2ccccc2CCc2ccccc21;EOS
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O;EOS
CC(C)N(CCCN=C(O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@@H]1O;EOS
OC1=Nc2ccccc2C2(CCN(CCc3ccc(C(F)(F)F)cc3)CC2)O1;EOS
CN(C)CCCN1c2ccccc2CCc2ccccc21;EOS
N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1;EOS
N=C(O)CC[C@@H]1N=C(O)[C@H](Cc2ccccc2)N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(O)=N[C@@H](CCCCN)C(O)=NCC(=N)O)N=C(O)[C@H](CC(=N)O)N=C1O;EOS
O=c1nc(-c2ccc(C(F)(F)F)cc2)[nH]c2c1CSCC2;EOS
CN=C(O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1;EOS
O=C1N=C(O)/C(=C\c2cccc(C(F)(F)F)c2)S1;EOS
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO;EOS
CN1C(=O)COc2c(C(O)=NC3CN4CCC3CC4)cc(Cl)cc21;EOS
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2;EOS
C=CC(O)=Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1;EOS
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O;EOS
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(O)=NO)cn4)cc3n2)cn1;EOS
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O;EOS
CC(C)c1cc(-c2nnc(O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O;EOS
CC(O)(CC(=O)O)CC(=O)O;EOS
COc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1-c1cnn(C)c1;EOS
NCCc1cnc[nH]1;EOS
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;EOS
Clc1ccc2nsnc2c1NC1=NCCN1;EOS
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1;EOS
Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1;EOS
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12;EOS
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO;EOS
N=C(N)NCCCC[C@@H]1N=C(O)CCSSC[C@@H](C(=N)O)N=C(O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)N=C(O)[C@H](CC(=O)O)N=C(O)CN=C1O;EOS
OC(=NC1CC1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1;EOS
NN=c1[nH]ncc2ccccc12;EOS
CCCOc1ccc(/C=C2/SC(=O)N=C2O)cc1;EOS
CC(C)(C)c1ccc(NC(=O)N2CCN(c3ncccc3Cl)CC2)cc1;EOS
COc1nc(C)nc(Cl)c1NC1=NCCN1;EOS
O=c1nc([O-])ccn1[C@@H]1O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc([O-])nc3=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;EOS
COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)C;EOS
Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O;EOS
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21;EOS
CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)CN=C(O)[C@@H](C)N=C(O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O;EOS
NC(CO)C(O)=NNCc1ccc(O)c(O)c1O;EOS
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1;EOS
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2;EOS
NC[C@H](CC(=O)O)c1ccc(Cl)cc1;EOS
CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12;EOS
O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1;EOS
CC(C)N(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@H]1C[C@@H](CCc2nc3ccc(C(C)(C)C)cc3[nH]2)C1;EOS
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4;EOS
COC(=O)[C@H](CCSC)N=C(O)c1ccc(NC[C@@H](N)CS)cc1-c1ccccc1;EOS
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1;EOS
COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC;EOS
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1;EOS
Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1;EOS
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12;EOS
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1;EOS
CCN=C(O)/C=C/c1cccc(Br)c1;EOS
O=C(O)c1cccnc1C(=O)O;EOS
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12;EOS
O=C(O)CCCCC1CCSS1;EOS
COc1ccc2[nH]cc(CCN=C(C)O)c2c1;EOS
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F;EOS
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;EOS
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O;EOS
O=c1nc(O)c(I)cn1[C@H]1C[C@H](O)[C@@H](CO)O1;EOS
N[C@@H]1CON=C1O;EOS
COc1ccc(C2(CNC(=O)c3ccc(N=C(O)c4ccco4)cc3)CCOCC2)cc1;EOS
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O;EOS
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12;EOS
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12;EOS
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1;EOS
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;EOS
COc1cc(-c2cc(-c3ccc(N4CCNCC4)cc3)cnc2C)cc(OC)c1OC;EOS
CC(C)N(CCCN=C(O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O;EOS
CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1;EOS
Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1;EOS
N#CC(c1cc[nH]c(=NCCc2cccnc2)n1)c1nc2ccccc2s1;EOS
Cc1cn(-c2cc(N=C(O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1;EOS
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C;EOS
C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O;EOS
OC[C@@H](O)CON=C(O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F;EOS
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1;EOS
Oc1c(I)cc(Cl)c2cccnc12;EOS
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC;EOS
OC1=Nc2cc(Cl)c(CCN3CCN(c4nsc5ccccc45)CC3)cc2C1;EOS
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12;EOS
ON=C(O)CCCCCCN=C(O)c1cnc(N(c2ccccc2)c2ccccc2)nc1;EOS
O=c1nc(O)c(/C=C/Br)cn1[C@H]1C[C@H](O)[C@@H](CO)O1;EOS
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1;EOS
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O;EOS
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12;EOS
COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(c2cccc4ccccc24)C3)cc1;EOS
CCCCCCCCCCCC(=O)O;EOS
O=C1NCCCc2c1oc1ccc(O)cc21;EOS
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C;EOS
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1;EOS
Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1;EOS
C=CC(=O)Nc1ccc(CN(C(O)=Nc2c(Cl)c(OC)cc(OC)c2Cl)c2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)cc1;EOS
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F;EOS
O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1;EOS
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C;EOS
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(=N)O)c4)cc2OCC3)n(C(C)C)n1;EOS
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;EOS
CCC(C(=N)O)N1CCCC1=O;EOS
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(O)=NCC(=O)O)cc1;EOS
COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1;EOS
O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1;EOS
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](N=C(C)O)[C@@H](N)C1;EOS
CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21;EOS
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1;EOS
CN=c1cc2c(Nc3cccc(Br)c3)ncnc2c[nH]1;EOS
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1;EOS
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1;EOS
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2cc[nH]c(=N)n2)s1;EOS
Cc1cc(N2CCOCC2)cc2nc(-c3c(NC[C@@H](O)c4cccc(Cl)c4)ccnc3O)[nH]c12;EOS
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O;EOS
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1;EOS
COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)(C)C)cc3)s2)cc1C(=O)N1CCN(C(C)=O)CC1;EOS
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO;EOS
C[C@H](NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C(O)=N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F;EOS
CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC;EOS
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O;EOS
N=C([O-])c1cc[n+](CC2=C(C(=O)O)N3C(=O)[C@@H](N=C(O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1;EOS
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C;EOS
N#Cc1ccc(COC[C@H]2O[C@@H](n3c(=NCc4ccc(Cl)c(Cl)c4)[nH]c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1;EOS
CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O;EOS
N=C([O-])[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O;EOS
c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1;EOS
C[C@H](N=C(O)CCc1nc(O)c2ccccc2n1)c1ccccc1;EOS
N=c1nc([O-])c2ncn([C@@H]3O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]3O)c2[nH]1;EOS
Cc1cccc(C#Cc2ccccc2)n1;EOS
COc1cc2nc(N3CCCN(C)CC3)[nH]c(=NC3CCN(Cc4ccccc4)CC3)c2cc1OC;EOS
CC(O)=Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1;EOS
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1;EOS
N=c1[nH][nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12;EOS
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;EOS
CCN(CCO)CCCOc1ccc2c(N=c3cc(CC(O)=Nc4cccc(F)c4)[nH][nH]3)ncnc2c1;EOS
COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(O)=NC1=O)cn2CCCN(C)C;EOS
N=c1nc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2c(N)[nH]1;EOS
CC(C)(C)N1C(=O)C(Nc2ccc(N3CCCCC3)cc2)=C(c2ccccc2)S1(=O)=O;EOS
CS(=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1;EOS
FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1;EOS
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21;EOS
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1cccn1;EOS
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1;EOS
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1;EOS
C[N+](C)(C)CC(=O)O;EOS
Cc1cccc(N/N=C(\C(=O)c2cccs2)C(=O)C(F)(F)F)c1;EOS
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;EOS
CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1;EOS
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC;EOS
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1;EOS
Oc1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2n1;EOS
COC(O)=N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1;EOS
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1;EOS
CN=C(O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1;EOS
CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1;EOS
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;EOS
O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1;EOS
CN(C)c1nc(N(C)C)nc(N(C)C)n1;EOS
CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1;EOS
CC(C)(Cc1nc(-c2ccc(O)cn2)no1)C(O)=NC1=C(C(=O)O)CCCC1;EOS
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(=N)O)[C@@H](OC)/C=C\C=C(/C)C(O)=NC(=CC1=O)C2=O;EOS
C[C@H](NC(=NC#N)Nc1cccc2ncccc12)c1ccccc1;EOS
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1;EOS
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12;EOS
C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(=N)[nH]ccn32)C1;EOS
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21;EOS
O=C(NC1CCNCC1)c1n[nH]cc1N=C(O)c1c(Cl)cccc1Cl;EOS
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;EOS
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1;EOS
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1;EOS
CN[C@@H](C)C(O)=N[C@H](C(=O)N1CCC[C@H]1C(O)=N[C@H]1c2ccccc2C[C@H]1OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1N=C(O)[C@@H]1CCCN1C(=O)[C@@H](N=C(O)[C@H](C)NC)C1CCCCC1)C1CCCCC1;EOS
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(O)=NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1;EOS
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21;EOS
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O;EOS
CN(C)C/C=C/C(O)=Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;EOS
N=C(O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1;EOS
N=C(N)NN;EOS
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1;EOS
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;EOS
OC(=Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1;EOS
CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCN=C(O)NS(=O)(=O)c2ccc(C)cc2)cc1;EOS
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c(N)c4c3[O-])c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c(N)c2c1[O-];EOS
CON=C(O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1;EOS
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1;EOS
