CBDREGNO,SMILES,InChI Key,Type
7635,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCOc2cccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)c2)C(C)(C)C)cc1,HPJSWVVFWBDCPU-AKCINUCUSA-N,PROTAC
16097,O=C1CCC(N2Cc3cc(OC[C@@H]4CCN(c5ccc(-c6cnc7[nH]cc(C(=O)c8c(F)ccc(NS(=O)(=O)N9CC[C@@H](F)C9)c8F)c7c6)cc5)C4)ccc3C2=O)C(=O)N1,YMMWJBVRZMCTTR-GNMPTIBOSA-N,PROTAC
11937,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C(=O)CCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)CC4)cn3)nc2n(C2CCCC2)c1=O,UYJPJTAGUKJHED-LUUZAMDXSA-N,PROTAC
12255,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCOCCOCCOCCNc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)c1)c1cc(OC)c(OC)c(OC)c1,QYKUWRJWCWCOLR-LWFKYJFDSA-N,PROTAC
793,[2H]CCn1cnc2cc([2H])ccc21,WVNMLOGVAVGQIT-SDTNDFKLSA-N,Linker
24366,CCOCCOCCOCCn1cc(CC)nn1,BPFKRMCOLIARGN-UHFFFAOYSA-N,Linker
20294,CN1CCN([C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(N5CCN(CC6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)C6)CC5)c(Cl)c4)n3)C2)C1=O,LTSTUMGUBPKTHR-FEMYGITRSA-N,Degrader
20529,Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(C#CC3CCN(Cc4ccc(CNC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)cc4)CC3)c21,IOTDSKOFZMFWTG-FUCHIWFHSA-N,Degrader
12482,COc1cc(/C=C2\SC(=O)N(CCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F,PRAWNMREBILPFE-MIXAMLLLSA-N,PROTAC
13575,C[C@H]1CCc2c(ccc(-c3cnn(C4CCN(CC(=O)N5CC6(C5)CN(c5ccc7c(c5)C(=O)N(C5CCC(=O)NC5=O)C7=O)C6)CC4)c3)c2OC2CCC2)N1C(=O)C1CC1,YYWQXAASVBQQFJ-ZVENJKCTSA-N,PROTAC
23094,CNc1cc(N2CCc3c(-c4ccc(CN5CCN(C(=O)c6ccc(Cl)c(N7CCC(=O)NC7=O)c6)CC5)cn4)cccc32)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,LBJUEVMIQDHOGV-MFMCTBQISA-N,Degrader
6080,CNc1cc(Nc2cccc(-c3ccc(C=O)cn3)c2OC)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,DYPVFUGVDOWJSU-MAUKXSAKSA-N,Warhead
19008,CC/C(=C(\c1ccccc1)c1ccc(OCCCCCN2CCN(c3ccc4c(c3)CN(C3CCC(=O)N(C)C3=O)C4=O)CC2)cc1)c1ccc(O)cc1,NVKHOAIYAHSGOA-MBJURZOESA-N,PROTAC
612,[2H]NC1CCN(CCOCC([2H])=O)CC1,REWVWGZDVHUXKB-MOEATMQCSA-N,Linker
13407,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCOc2cc(F)c([C@@H]3c4[nH]c5ccccc5c4C[C@@H](C)N3CC(C)(C)F)c(F)c2)C(C)(C)C)cc1,QVYOACFSEPENDF-GXXILBQTSA-N,PROTAC
11562,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(OCCOCCOCCOCCOCCOc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)c2)n1,FPFMGDYTIHTHPA-UHFFFAOYSA-N,PROTAC
308,[2H]C(=O)CCCNC(=O)CCCC([2H])=O,PHJOKDOKSLWFHY-QTQOOCSTSA-N,Linker
15004,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(CCc3ccc(C4CCC(=O)NC4=O)c(F)c3)C[C@H]2COC)CC1,RIESOPOAXAFCKJ-TXEYEHERSA-N,PROTAC
23997,CCOCCOCCOCC=O,VIGPEKUIVIPDAG-UHFFFAOYSA-N,Linker
25587,CC[N]CCOc1ccc(/C(=C(/CC)c2ccccc2)c2ccccc2)cc1,ZCAKFOMCQHNWAA-QPLCGJKRSA-N,Warhead
7946,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCCN1CCN(CC(=O)NCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,UURDNLADTFHVAF-WMMMYUQOSA-N,PROTAC
3075,[2H]CCN1CCC(C(=O)NC[2H])CC1,DEMAHUOOJNQYNS-QDNHWIQGSA-N,Linker
9248,CC1(C)CCN([C@@H]2CCC[C@@H]2Oc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)CC1,AZSGGIAWZVOTBP-TYVLQRECSA-N,Molecular Glue
130,[2H]CCO[C@H]1CCC[C@H]1OCC[2H],UBRZBQALVQTZDI-VZWUKYJHSA-N,Linker
17632,CC(C)Nc1c(C(=O)N[C@H]2CC[C@H](CN3CCN(c4cccc5c4n(C)c(=O)n5C4CCC(=O)NC4=O)CC3)CC2)cnc2c1Oc1ccc(C#N)cc1O2,WTDRVBNXTIAJNX-MONLTZSXSA-N,PROTAC
2461,[2H]NCCCn1cnc(CN[2H])c1,WDKBQIFDDKVXNR-ZSJDYOACSA-N,Linker
7687,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCOCCCCOc2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2)C(C)(C)C)cc1,PZIDZSMIWINOJG-PTIKRMCLSA-N,PROTAC
7963,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCCN1CCN(CCCC(=O)NCCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,KNHHBLFZJVBOSC-MJPNWULPSA-N,PROTAC
4798,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1Cl)c1c[nH]c2ncc(Br)cc12,UTQXMORMYTWUNY-SNVBAGLBSA-N,Warhead
4843,C=CC(=O)N1CCN(c2nc(O)nc3c(F)c(-c4c(O)cccc4F)c(Cl)cc23)C[C@H]1C,ZZJBQLXCYOCKDA-LLVKDONJSA-N,Warhead
14662,Cn1c2ccncc2c2ccc(-c3ccc(N4CC(O)(COCCCOCCCOCCOc5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)nc3)cc21,AWJALPWAURIANB-UHFFFAOYSA-N,PROTAC
22713,CNC(=O)c1cnc(NC(=O)COCCOCCc2ccc3c(c2)n(C)c(=O)n3C2CCC(=O)NC2=O)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,OKGYTPDQXAGZQM-UHFFFAOYSA-N,Degrader
15493,O=C1CCC(N2C(=O)c3ccc(N4CCN(CCOc5cccc(-n6cc(-c7ccc8c(c7)CC/C8=N\O)c(-c7ccncc7)n6)c5)CC4)cc3C2=O)C(=O)N1,PMROZIKEZUKYET-YSYMSCJYSA-N,PROTAC
20111,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCN(C(=O)CCCCCNc3cccc4nc(C)n(C5CCC(=O)NC5=O)c(=O)c34)CC2)C1,CGJCDGQCZCDVPO-UHFFFAOYSA-N,Degrader
3526,[2H]C(=O)[C@H]1CC[C@H](CN2CCC(c3cnc(N4C5CCC4CN([2H])C5)nc3)CC2)CC1,GLWYBLNEQGBZNM-ICBBVWAKSA-N,Linker
18485,CNC(=O)COc1cc2cc(Nc3nc(N4CC(C)OC(C)C4)ncc3Cl)ccc2n(CCOc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)c1=O,BBYCVOKGHAXYGY-UHFFFAOYSA-N,PROTAC
9079,CN(Cc1ccccc1)[C@@H]1CCCC[C@@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,QMLROBRLGTVSFW-BGTNVORWSA-N,Molecular Glue
20551,O=C1CCN(c2cncc3cc(C#CC4CCN(C[C@H]5CC[C@H](NC(=O)[C@@H]6NC7(CCCCC7)[C@@]7(C(=O)Nc8cc(Cl)ccc87)[C@H]6c6cccc(Cl)c6F)CC5)CC4)ccc23)C(=O)N1,KMPBOXQTIIYZML-SQSBURNQSA-N,Degrader
24768,C=CC(=O)N1C[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C[C@H]1C(=O)NCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,TUAJKNDGLUDMGW-VTTSFGTASA-N,PROTAC
9373,CO[C@@H]1CCN([C@@H]2CCC[C@H]2Oc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)C1,CPGXPUXCFWPYOP-DNJPBYLQSA-N,Molecular Glue
11625,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCOCCOCCOCC#Cc2cccc3c2C(=O)N(C(C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)c1,KJPZZLGVWPRNPC-SUUCMSMNSA-N,PROTAC
1083,[2H]C(=O)CCN(C)CC1CCN([2H])CC1,WWPOXNIANQAIPT-FMSOFXHYSA-N,Linker
12520,COc1cc(/C=C2\SC(=O)N(CCOCCOCCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F,PGWBRDAGCNMHDM-SPKJYZRXSA-N,PROTAC
18572,CNC(=O)COc1cc2cc(Nc3nc(N4CCN(CC5CCN(c6ccc(OC)c7c6CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)ncc3Cl)ccc2n(C(C)C)c1=O,LZGUZLULWPAXAB-UHFFFAOYSA-N,PROTAC
10149,N#Cc1ccc(N2CCC3(CCN(C(=O)c4ccc(N5CCN(CC(=O)N6Cc7cc8c(cc7C6)C(=O)N(C6CCC(=O)NC6=O)C8=O)CC5)cc4)C3)CC2)cc1Cl,IHNMWQCAWLBLDL-UHFFFAOYSA-N,PROTAC
15657,OCCNCc1ccc(OCc2ccc(Cl)cc2)c(OCc2ccc(Cl)cc2)c1,ZLOFYLYUEIUYBB-UHFFFAOYSA-N,Shuttle Protein
10771,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCC(=O)N2CCN(C(=O)C[C@@H]3N=C(c4ccc(Cl)cc4)c4c(sc(C)c4C)-n4c(C)nnc43)CC2)C(C)(C)C)cc1,CFCVEDRKIGXDGP-MTUQBNEFSA-N,PROTAC
8197,COc1cccc(F)c1-c1nccc(C(=O)Nc2ccc(-c3cnccc3C#N)cc2N2CCN(CC(=O)NCCCCCCCNc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)n1,JPBJRLKBYRCNTP-UHFFFAOYSA-N,PROTAC
22891,CNc1cc(Nc2cccn(-c3ccc(C(=O)NCCCOCCCOCCCc4cccc5c4n(C)c(=O)n5C4CCC(=O)NC4=O)cn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,ZWGWBMBGPGLKNY-GCOHBOPDSA-N,Degrader
16426,C=CC(=O)N1CCN(c2nc(O[C@H](C)CN3CCC(COc4cc([C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)C(C)C)on4)CC3)nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc23)CC1,XUWDLZAFKDYGIP-ABDCUEBMSA-N,PROTAC
19987,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(CC(=O)NCCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,ULIOYXSWHIFKBG-UHFFFAOYSA-N,Degrader
20828,C[C@H]1CC2(CCN(c3ccc(CN4CC(N5CCN(c6cc7c(cc6F)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)C4)cn3)CC2)CN1c1ccc(C#N)c(Cl)c1,HLDSBKLJNZQYCS-HJYWNDIWSA-N,Degrader
5021,N#Cc1cncc(C(=O)Nc2ccc3nn([C@H]4CC[C@H](C=O)CC4)cc3c2)c1,OSBJIIZLUALSHD-QUWSVYMGSA-N,Warhead
7328,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCCOc2ccc(N3C(=S)N(c4ccc(C#N)c(Cl)c4)C(=O)C3(C)C)cc2)C(C)(C)C)cc1,NVQAMVREFISERA-UMWCMSNQSA-N,PROTAC
20485,Cn1c(=O)n(C2CCC(=O)NC2=O)c2ccc(C#CC3CCN(C[C@H]4CC[C@H](NC(=O)[C@@H]5NC6(CCC(C)(C)CC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)CC4)CC3)cc21,DZCXABSBJOEAIJ-NKYMDAKISA-N,Degrader
3786,[2H]C#CCN1CC2(CCN(C(=O)[C@H]3CC[C@H](N[2H])CC3)C2)C1,YKBNKXZVOXFIOZ-NSRSXQNUSA-N,Linker
16028,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C[C@H]2CC[C@@H](N3CCN(c4ccc(-c5cnc6[nH]cc(C(=O)c7c(F)ccc(NS(=O)(=O)N8CC[C@H](F)C8)c7F)c6c5)cc4)CC3)CC2)C(C)(C)C)cc1,ACVLSFUIOMZAEZ-NHZCQFSKSA-N,PROTAC
13796,COC(=O)C[C@@H]1N=C(c2ccc(-c3ccc(C(=O)NCc4ccc(S(=O)(=O)Nc5ccc(C)c6c(C#N)c[nH]c56)cn4)cc3)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,VSDYVDWWCGERAM-DHUJRADRSA-N,PROTAC
6585,CS(=O)c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,AUOYPMLXFOMOPX-UHFFFAOYSA-N,E3 Binder
8781,O=C1CCC(N2Cc3cc(O[C@H]4CCC[C@@H]4N4CCC5(CC4)OCCO5)ccc3C2=O)C(=O)N1,SFPCFXBYZZVRII-YSTUSHMSSA-N,Molecular Glue
7213,O=C1CCC(Nc2cccc3c2OCCO3)C(=O)N1,JKWYJPAFEPTLOQ-UHFFFAOYSA-N,E3 Binder
12836,O=C1CCC(N2C(=O)c3ccc(OCCCCCOC4CCN(C(=O)[C@H]5C[C@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)CC4)cc3C2=O)C(=O)N1,HSBQEZUJOUIALX-NBEIQWGDSA-N,PROTAC
9217,O=C1CCC(N2Cc3cc(O[C@@H]4CCC[C@H]4NCc4ccccn4)ccc3C2=O)C(=O)N1,WFRUMQSLDAFLJF-GIBKCMNESA-N,Molecular Glue
14316,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1CCCCCCSc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,BVVQOEAJROWIKJ-RRKZUOJCSA-N,PROTAC
23149,CNc1cc(Nc2cccc(-c3ccc(CN4CCN(c5ccc(-c6ccc7c(c6)n(C)c(=O)n7C6CCC(=O)NC6=O)cc5)CC4)cn3)c2)nn2c(-c3cn(C(C)C)nn3)cnc12,NVCVRXVFDYWDNT-UHFFFAOYSA-N,Degrader
7222,O=C1CCC(c2cnc3ccccn23)C(=O)N1,PWLSDKGWOVMOST-UHFFFAOYSA-N,E3 Binder
15805,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CN2CCCN(C3CCN(c4ccc(-c5cnc6[nH]cc(C(=O)c7c(F)ccc(NS(=O)(=O)N8CC[C@@H](F)C8)c7F)c6c5)cc4)CC3)CC2)C(C)(C)C)cc1,IFAAGIQQXIHSPQ-DSKXBBISSA-N,PROTAC
6874,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2ccnn2C)cc1)c1ccno1,DJIJYQJJWSKSHZ-DTPUHQDNSA-N,E3 Binder
17004,CC1(Oc2ccc3[nH]nc(-c4ccnc(N5COCC6(CN(CC7CCN(CC8CCN(c9cccc%10c9C(=O)N(C9CCC(=O)NC9=O)C%10=O)CC8)CC7)C6)C5)c4)c3c2)CC1,WZGKMPGFPJZVSP-UHFFFAOYSA-N,PROTAC
1557,[2H]CC1CCN(C[C@H]2C[C@H](O[2H])C2)CC1,IZUZPFRHJMTXFQ-JFWVLJKGSA-N,Linker
14726,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(CCc3ccc(C4CCC(=O)NC4=O)c(OC)c3)CC2)CC1,JCUGNXCIWGJSTO-UHFFFAOYSA-N,PROTAC
3031,[2H]CCOCCOCCC(=O)N(C)CC[2H],HZMAWWYEXVMVNX-QDNHWIQGSA-N,Linker
916,[2H]N1CCC(OCC2CCN([2H])C2)CC1,IIZLTUVUTQUNDD-ZSJDYOACSA-N,Linker
20019,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCN(C(=O)CCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)C1,SIIVHMQYMSSDKA-UHFFFAOYSA-N,Degrader
2106,[2H]c1ccc(N2C[C@@H]3C[C@H]2CN3[2H])cc1,GWYXZPLBADDTQS-PCAXSOBZSA-N,Linker
23563,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1C,SWIXTOYNUPXGCN-UHFFFAOYSA-N,Degrader
1576,[2H]Cc1ccc(OCCOCC([2H])=O)cc1,BRBHYMNQQDPXLN-UPXKZQJYSA-N,Linker
10246,CC1CC2(CCN(c3ccc(C(=O)N4CCN(C5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7)C5)CC4)cc3)CC2)CN1c1ccc(C#N)c(Cl)c1,BICFUUBMWVTOFN-UHFFFAOYSA-N,PROTAC
17048,CC1(Oc2ccc3[nH]nc(-c4cc(N5CCC(CN6CCC(F)(CN7CCN(c8cc9c(cc8F)C(=O)N(C8CCC(=O)NC8=O)C9)CC7)CC6)CC5)ncn4)c3c2)CC1,PLTHUQPMDKAHJO-UHFFFAOYSA-N,PROTAC
21938,CC(C)c1cc(N2C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=S)C2(C)C)ccc1OCCN1C[C@@H](C)N(CC(=O)Nc2cccc(NC3CCC(=O)NC3=O)c2)C[C@H]1C,VWYACXDKZDXEQA-ODEFVMGXSA-N,Molecular Glue
8883,CO[C@H]1CC[C@@H](CN[C@H]2CCCC[C@@H]2Oc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)CC1,JRNBPBNCVQJGNG-NGPURSCFSA-N,Molecular Glue
23240,CNc1cc(N2CCc3c(-c4ccc(C(=O)N5CCC(CN6CCN(c7ccc(-c8ccc9c(c8)n(C)c(=O)n9C8CCC(=O)NC8=O)cc7)CC6)CC5)cn4)cccc32)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,KINAPUVSVLCXOX-HVMZAOKGSA-N,Degrader
14185,Cc1nc2c(F)cc(-c3nc(Nc4ccc(CN5CCN(C(=O)COCCOCCOCCOCCOCCSc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cn4)ncc3F)cc2n1C(C)C,WIRKLTGFFVXIFW-UHFFFAOYSA-N,PROTAC
14343,O=C1CCC(N2Cc3c(SCCOCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)cccc3C2=O)C(=O)N1,IHFFYAYFSHRWEK-UHFFFAOYSA-N,PROTAC
22686,CCN(c1cc(-c2ccc(OCCCCOc3ccc4c(c3)C(=O)N(C(C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c5scnc5C)cc3)C(C)C)C4)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,LMKNURPQEXYFCR-MUEJJRKHSA-N,Degrader
7779,CC(=O)O[C@@H]1CC(C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)N(C(=O)C(NC(=O)COCCCCCNc2ccc(C(=O)N[C@H]3C(C)(C)[C@H](Oc4ccc(C#N)c(Cl)c4)C3(C)C)cc2)C(C)(C)C)C1,DTZDEQYVIACONP-GLJRAFJNSA-N,PROTAC
13843,COC(=O)C[C@@H]1N=C(c2ccc(-c3ccc4c(c3)CCN(Cc3ccc(S(=O)(=O)Nc5ccc(C)c6c(C#N)c[nH]c56)cc3)C4=O)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,KLNMHTMUKRXMBI-LHEWISCISA-N,PROTAC
17899,CC1(C)[C@H](NC(=O)c2ccc(N3CC4CN(CC5CCN(C(=O)CNc6ccc7nnn(C8CCC(=O)NC8=O)c(=O)c7c6)CC5)CC4C3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,BMINLTDIBHRKBT-NVBNUQLQSA-N,PROTAC
25083,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCCOCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,DEABZGHTSXTNRF-OZHUQAOMSA-N,PROTAC
6564,Cc1ccc(NS(=O)(=O)c2ccc(C3CCNCC3)cc2)c2[nH]cc(C#N)c12,UHLYPYHSCMOKNG-UHFFFAOYSA-N,E3 Binder
7008,NCc1scc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,JGSNOLLBLMYRQM-UHFFFAOYSA-N,E3 Binder
7659,CC(C)(C)[C@H](NC(=O)COCCCOCCCCCOc1ccc(N2C(=S)N(c3ccc(C#N)c(Cl)c3)C(=O)C2(C)C)cc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1,SOPHUEGZWMFGPR-AKCINUCUSA-N,PROTAC
6357,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccn2)cc1,ZGLYCDFOEZQLPR-HKBOAZHASA-N,E3 Binder
15707,[2H]C([2H])(C1CCN(c2ccc(-c3cnc4[nH]cc(C(=O)c5c(F)ccc(NS(=O)(=O)N6CC[C@@H](F)C6)c5F)c4c3)cc2)CC1)N1CCN(CC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)C(C)(C)C)CC1,UUMWKZXVBGCILS-ZXBFTNEESA-N,PROTAC
1792,[2H]OC(=O)c1ccc([2H])cc1C,ZWLPBLYKEWSWPD-YQWZEFQTSA-N,Linker
6109,CNc1cc(Nc2cccc(C#CCOS(C)(=O)=O)c2OC)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,INIXZGSYAGRSBM-GOEBONIOSA-N,Warhead
13041,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCCN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)C4)nc3)cc21,VLQOZAYOVOIAIG-WIYXFFCHSA-N,PROTAC
4560,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(O)cc2F)N1CC(C)(C)F,UQFNAXIUJPIITK-XUSGNXJCSA-N,Warhead
13679,O=C1CCC(N2C(=O)c3ccc(N4CC(N5CC(N6CC[C@@H](Nc7ncnc8[nH]cc(C(=O)c9ccc(Oc%10ccccc%10)cc9Cl)c78)[C@H](F)C6)C5)C4)cc3C2=O)C(=O)N1,FPALHIUCJXNQHW-ORITWGEGSA-N,PROTAC
22854,CNc1cc(Nc2cccn(-c3cc(C(=O)NCCCCCCCCc4ccc5c(c4)n(C)c(=O)n5C4CCC(=O)NC4=O)ccn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,UPMKOPJNFQSYTB-BWEVJDBESA-N,Degrader
15177,CCOc1cc(N2CCC(N3CCN(CCc4c(F)ccc5c4oc(=O)n5C4CCC(=O)NC4=O)CC3)CC2)c(CC)cc1Nc1ncc(Br)c(Nc2ccc3nc(CC)ccc3c2P(C)(C)=O)n1,UFBGDYXDDCUWGG-UHFFFAOYSA-N,PROTAC
22920,CNc1cc(-c2ccc(C(=O)NCCCCc3ccc4c(c3)n(C)c(=O)n4C3CCC(=O)NC3=O)cc2)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,PCMJINNBIVICKL-KRDULZAISA-N,Degrader
11975,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C(=O)Cc5ccc(CC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCc6ccc(-c7scnc7C)cc6)C(C)(C)C)cc5)CC4)cn3)nc2n(C2CCCC2)c1=O,NTRASALCTZOMLI-VTWBJYRTSA-N,PROTAC
5074,O=C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(N4CCC4)cc3n2)CC1,YTKFFNMNKYFMDM-JCNLHEQBSA-N,Warhead
12958,Cc1ccc(-c2cn3ccc(N(C)CCOc4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3n2)cc1,GIBBODPDUSWTHX-UHFFFAOYSA-N,PROTAC
25162,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](NC(=O)CCCCNC(=O)CC(=O)Nc2cccc(Sc3ncc(N4CCC(C)(N)CC4)nc3N)c2Cl)C(C)(C)C)cc1,OCFFPCZLJBIURT-HXCNKTBOSA-N,PROTAC
7887,Cc1ncsc1-c1ccc([C@H](C)NC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCCOc2ccc(C(=O)N[C@@H](C)Cn3ccc(-c4ccc(C#N)c(Cl)c4)n3)cc2)C(C)(C)C)cc1,KBACHTATBLFHQJ-ASAZPTIHSA-N,PROTAC
5902,O=C(O)c1ccc2c(c1)CCCC(c1ccc(C(F)F)cc1)=C2c1ccc(O)cc1,YHDSNQSRGSRFIM-UHFFFAOYSA-N,Warhead
